id,name,createdOn,createdBy,etag,type,currentVersion,parentId,benefactorId,projectId,modifiedOn,modifiedBy,dataFileHandleId,dataFileSizeBytes,dataFileMD5Hex,Component,Uuid,age,ageUnit,aliquotID,assay,cellType,comments,dataSubtype,dataType,diagnosis,dissociationMethod,eTag,entityId,experimentalCondition,experimentalTimepoint,fileFormat,fundingAgency,genePerturbationTechnology,genePerturbationType,genePerturbed,individualID,initiative,isCellLine,isPrimaryCell,isStranded,libraryPrep,libraryPreparationMethod,modelSystemName,nf1Genotype,nf2Genotype,nucleicAcidSource,organ,parentSpecimenID,platform,progressReportNumber,readDepth,readLength,readPair,readPairOrientation,readStrandOrigin,resourceType,runType,sex,species,specimenID,specimenPreparationMethod,studyId,timePointUnit,tissue,transplantationRecipientSpecies,transplantationType,tumorType,studyName
syn33395701,GSM5429602,1658525237555,3342573,ac2361a8-b0df-4982-90c5-64223f34f3d6,file,1,syn33394027,syn11681835,syn11681835,1679362322151,3421893,99505374,NA,NA,GenomicsAssayTemplateExtended,ab8c3359-2a16-430d-a81d-0ef5bdb838b9,NA,NA,NA,ATAC-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11376893,raw,chromatinActivity,Neurofibromatosis type 1,none,NA,syn33395701,PBS,24,fastq,NTAP,CRISPR,non-targeting control,NA,M3_sgCon_rep1,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,M3 MPNST,-/-,Unknown,bulk cell,NA,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,M3_sgCon_rep1,Fresh collected,syn11681835,NA,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395703,GSM5429603,1658525239191,3342573,a9eae894-f9d1-4b52-849a-99be90a1add3,file,1,syn33394027,syn11681835,syn11681835,1679362322222,3421893,99505376,NA,NA,GenomicsAssayTemplateExtended,8f5ddcef-52f6-4090-ab74-30a56c2dcf0b,NA,NA,NA,ATAC-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11376894,raw,chromatinActivity,Neurofibromatosis type 1,none,NA,syn33395703,PBS,24,fastq,NTAP,CRISPR,non-targeting control,NA,M3_sgCon_rep2,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,M3 MPNST,-/-,Unknown,bulk cell,NA,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,M3_sgCon_rep2,Fresh collected,syn11681835,NA,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395704,GSM5429604,1658525240669,3342573,3fe916ec-e506-40b6-9fbe-9a3153016190,file,1,syn33394027,syn11681835,syn11681835,1679362322279,3421893,99505377,NA,NA,GenomicsAssayTemplateExtended,1b896f6b-83fe-43ae-bbe6-171bf17e1373,NA,NA,NA,ATAC-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11376895,raw,chromatinActivity,Neurofibromatosis type 1,none,NA,syn33395704,PBS,24,fastq,NTAP,CRISPR,knockout,SUZ12,M3_sgSUZ12_rep1,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,M3 MPNST,-/-,Unknown,bulk cell,NA,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,M3_sgSUZ12_rep1,Fresh collected,syn11681835,NA,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395706,GSM5429605,1658525242265,3342573,8ed17f95-1ca2-4bce-884b-5db38085facc,file,1,syn33394027,syn11681835,syn11681835,1679362322346,3421893,99505379,NA,NA,GenomicsAssayTemplateExtended,0fa42cc0-5036-4d78-953f-71f6e0527dfd,NA,NA,NA,ATAC-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11376896,raw,chromatinActivity,Neurofibromatosis type 1,none,NA,syn33395706,PBS,24,fastq,NTAP,CRISPR,knockout,SUZ12,M3_sgSUZ12_rep2,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,M3 MPNST,-/-,Unknown,bulk cell,NA,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,M3_sgSUZ12_rep2,Fresh collected,syn11681835,NA,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395707,GSM5429606,1658525243767,3342573,ee67a6f4-1576-436e-95fb-9958c45d479a,file,1,syn33394027,syn11681835,syn11681835,1679362322409,3421893,99505380,NA,NA,GenomicsAssayTemplateExtended,7d1863b5-3986-4057-8d3f-c43da5bd2875,NA,NA,NA,ATAC-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11376897,raw,chromatinActivity,Neurofibromatosis type 1,none,NA,syn33395707,PBS,24,fastq,NTAP,CRISPR,non-targeting control,NA,G1_M3_sgCon_rep1,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,M3 MPNST,-/-,Unknown,bulk cell,NA,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,G1_M3_sgCon_rep1,Fresh collected,syn11681835,NA,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395709,GSM5429607,1658525245578,3342573,f559b69a-0477-4fd6-8b37-ac0415936222,file,1,syn33394027,syn11681835,syn11681835,1679362322477,3421893,99505382,NA,NA,GenomicsAssayTemplateExtended,fe5814cf-75d8-43f0-88a8-72791b4dc1d3,NA,NA,NA,ATAC-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11376898,raw,chromatinActivity,Neurofibromatosis type 1,none,NA,syn33395709,PBS,24,fastq,NTAP,CRISPR,non-targeting control,NA,G1_M3_sgCon_rep2,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,M3 MPNST,-/-,Unknown,bulk cell,NA,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,G1_M3_sgCon_rep2,Fresh collected,syn11681835,NA,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395713,GSM5429608,1658525247490,3342573,520efc5d-a323-4010-9122-e355726359df,file,1,syn33394027,syn11681835,syn11681835,1679362322544,3421893,99505386,NA,NA,GenomicsAssayTemplateExtended,b7c6b41b-88f4-4d6e-8e6a-0c96b3edb150,NA,NA,NA,ATAC-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11376899,raw,chromatinActivity,Neurofibromatosis type 1,none,NA,syn33395713,PBS,24,fastq,NTAP,CRISPR,knockout,SUZ12,G2_M3_sgSUZ12_rep1,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,M3 MPNST,-/-,Unknown,bulk cell,NA,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,G2_M3_sgSUZ12_rep1,Fresh collected,syn11681835,NA,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395714,GSM5429609,1658525249027,3342573,626ebd31-7efc-4f24-b859-c274e6295fef,file,1,syn33394027,syn11681835,syn11681835,1679362322608,3421893,99505387,NA,NA,GenomicsAssayTemplateExtended,f1564d24-46f5-4e84-b4bb-27949489c167,NA,NA,NA,ATAC-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11376900,raw,chromatinActivity,Neurofibromatosis type 1,none,NA,syn33395714,PBS,24,fastq,NTAP,CRISPR,knockout,SUZ12,G2_M3_sgSUZ12_rep2,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,M3 MPNST,-/-,Unknown,bulk cell,NA,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,G2_M3_sgSUZ12_rep2,Fresh collected,syn11681835,NA,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395716,GSM5429610,1658525250800,3342573,110c0e06-1a22-4cb2-84be-6aa96cdd034a,file,1,syn33394027,syn11681835,syn11681835,1679362322665,3421893,99505389,NA,NA,GenomicsAssayTemplateExtended,a017525f-b1ad-4c7e-9c7a-2be1d1f01bd2,NA,NA,NA,ATAC-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11376901,raw,chromatinActivity,Neurofibromatosis type 1,none,NA,syn33395716,10 ng/ml IFNγ stimulation for 24 hr,24,fastq,NTAP,CRISPR,non-targeting control,NA,G3_M3_sgCon_IFNγ_rep1,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,M3 MPNST,-/-,Unknown,bulk cell,NA,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,G3_M3_sgCon_IFNγ_rep1,Fresh collected,syn11681835,hours,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395717,GSM5429611,1658525252613,3342573,f8e5584f-11c8-46c5-b18b-3cfa7424e57b,file,1,syn33394027,syn11681835,syn11681835,1679362322724,3421893,99505390,NA,NA,GenomicsAssayTemplateExtended,360c2696-4e22-42a9-8a9a-c00173e43050,NA,NA,NA,ATAC-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11376902,raw,chromatinActivity,Neurofibromatosis type 1,none,NA,syn33395717,10 ng/ml IFNγ stimulation for 24 hr,24,fastq,NTAP,CRISPR,non-targeting control,NA,G3_M3_sgCon_IFNγ_rep2,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,M3 MPNST,-/-,Unknown,bulk cell,NA,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,G3_M3_sgCon_IFNγ_rep2,Fresh collected,syn11681835,hours,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
