id,name,createdOn,createdBy,etag,type,currentVersion,parentId,benefactorId,projectId,modifiedOn,modifiedBy,dataFileHandleId,dataFileSizeBytes,dataFileMD5Hex,Component,Uuid,age,ageUnit,aliquotID,assay,cellType,comments,dataSubtype,dataType,diagnosis,dissociationMethod,eTag,entityId,experimentalCondition,experimentalTimepoint,fileFormat,fundingAgency,genePerturbationTechnology,genePerturbationType,genePerturbed,individualID,initiative,isCellLine,isPrimaryCell,isStranded,libraryPrep,libraryPreparationMethod,modelSystemName,nf1Genotype,nf2Genotype,nucleicAcidSource,organ,parentSpecimenID,platform,progressReportNumber,readDepth,readLength,readPair,readPairOrientation,readStrandOrigin,resourceType,runType,sex,species,specimenID,specimenPreparationMethod,studyId,timePointUnit,tissue,transplantationRecipientSpecies,transplantationType,tumorType,studyName
syn33395961,GSM6124394,1658525568619,3342573,b180eef0-4415-4593-b1e7-028026b36264,file,1,syn33393918,syn11681835,syn11681835,1661985786679,3342573,99505636,NA,NA,GenomicsAssayTemplateExtended,0dc6220c-26c3-4693-b1a5-515e0a32670e,NA,NA,NA,CUT&RUN,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX15212846,raw,chromatinActivity,NA,NA,NA,syn33395961,NA,NA,fastq,NTAP,CRISPR,non-targeting control,NA,H3K27me3_M3sgCon_1,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,M3 MPNST,-/-,NA,NA,NA,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,H3K27me3_M3sgCon_1,Fresh collected,syn11681835,NA,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395962,GSM6124395,1658525569852,3342573,dfe69e6a-c726-473e-855d-dd4ce08f0ee8,file,1,syn33393918,syn11681835,syn11681835,1661985786762,3342573,99505637,NA,NA,GenomicsAssayTemplateExtended,152560e4-0275-43d1-8bdc-c79441d00b9b,NA,NA,NA,CUT&RUN,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX15212847,raw,chromatinActivity,NA,NA,NA,syn33395962,NA,NA,fastq,NTAP,CRISPR,non-targeting control,NA,H3K27me3_M3sgCon_2,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,M3 MPNST,-/-,NA,NA,NA,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,H3K27me3_M3sgCon_2,Fresh collected,syn11681835,NA,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395964,GSM6124396,1658525571594,3342573,473dddc8-3717-4cf8-8308-7181a336c055,file,1,syn33393918,syn11681835,syn11681835,1661985786846,3342573,99505638,NA,NA,GenomicsAssayTemplateExtended,07e5fa5c-7709-450e-a669-311cef851aa4,NA,NA,NA,CUT&RUN,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX15212848,raw,chromatinActivity,NA,NA,NA,syn33395964,NA,NA,fastq,NTAP,CRISPR,knockout,SUZ12,H3K27me3_M3sgSUZ12_1,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,M3 MPNST,-/-,NA,NA,NA,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,H3K27me3_M3sgSUZ12_1,Fresh collected,syn11681835,NA,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395965,GSM6124397,1658525573123,3342573,8813b1ee-2c86-4ad9-bb33-c0ca9e30c75d,file,1,syn33393918,syn11681835,syn11681835,1661985786921,3342573,99505640,NA,NA,GenomicsAssayTemplateExtended,7919d46f-d56c-41c1-8cbc-79a0c2f82d5c,NA,NA,NA,CUT&RUN,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX15212849,raw,chromatinActivity,NA,NA,NA,syn33395965,NA,NA,fastq,NTAP,CRISPR,knockout,SUZ12,H3K27me3_M3sgSUZ12_2,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,M3 MPNST,-/-,NA,NA,NA,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,H3K27me3_M3sgSUZ12_2,Fresh collected,syn11681835,NA,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395967,GSM6124398,1658525574624,3342573,ff1efac3-dfef-43e7-a0aa-f240cc1264bf,file,1,syn33393918,syn11681835,syn11681835,1661985787000,3342573,99505642,NA,NA,GenomicsAssayTemplateExtended,c6e4eb06-ba87-46de-8910-e0b2dcc67291,NA,NA,NA,CUT&RUN,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX15212850,raw,chromatinActivity,NA,NA,NA,syn33395967,NA,NA,fastq,NTAP,CRISPR,non-targeting control,NA,H3K27ac_M3sgCon_1,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,M3 MPNST,-/-,NA,NA,NA,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,H3K27ac_M3sgCon_1,Fresh collected,syn11681835,NA,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395968,GSM6124399,1658525576376,3342573,8728ba5a-2e06-4d7e-ab07-216eb0cee881,file,1,syn33393918,syn11681835,syn11681835,1661985787079,3342573,99505643,NA,NA,GenomicsAssayTemplateExtended,b1110f05-5308-4c01-a68f-9164931ae716,NA,NA,NA,CUT&RUN,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX15212851,raw,chromatinActivity,NA,NA,NA,syn33395968,NA,NA,fastq,NTAP,CRISPR,non-targeting control,NA,H3K27ac_M3sgCon_2,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,M3 MPNST,-/-,NA,NA,NA,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,H3K27ac_M3sgCon_2,Fresh collected,syn11681835,NA,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395969,GSM6124400,1658525577731,3342573,79c8b4f1-976f-43ea-939f-5a78b8cdf86a,file,1,syn33393918,syn11681835,syn11681835,1661985787161,3342573,99505644,NA,NA,GenomicsAssayTemplateExtended,a2d6d89c-a391-4243-84ee-62c20a476c6a,NA,NA,NA,CUT&RUN,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX15212852,raw,chromatinActivity,NA,NA,NA,syn33395969,NA,NA,fastq,NTAP,CRISPR,knockout,SUZ12,H3K27ac_M3sgSUZ12_1,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,M3 MPNST,-/-,NA,NA,NA,NA,EnVision 2103 Multiplate Reader,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,H3K27ac_M3sgSUZ12_1,Fresh collected,syn11681835,NA,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395970,GSM6124401,1658525579329,3342573,386b7a90-4bd1-4044-b076-3d179ce2f62c,file,1,syn33393918,syn11681835,syn11681835,1661985787241,3342573,99505645,NA,NA,GenomicsAssayTemplateExtended,99439364-e3f5-475e-988f-da68ad2bbf02,NA,NA,NA,CUT&RUN,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX15212853,raw,chromatinActivity,NA,NA,NA,syn33395970,NA,NA,fastq,NTAP,CRISPR,knockout,SUZ12,H3K27ac_M3sgSUZ12_2,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,M3 MPNST,-/-,NA,NA,NA,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,H3K27ac_M3sgSUZ12_2,Fresh collected,syn11681835,NA,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395973,GSM6124402,1658525580902,3342573,1d6e3c25-5bdc-4880-ad90-90c448946059,file,1,syn33393918,syn11681835,syn11681835,1661985787320,3342573,99505648,NA,NA,GenomicsAssayTemplateExtended,8c0f4120-6f98-45b4-a3b9-2b0d3a692e71,NA,NA,NA,CUT&RUN,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX15212854,raw,chromatinActivity,NA,NA,NA,syn33395973,NA,NA,fastq,NTAP,CRISPR,non-targeting control,NA,H3K36me2_M3sgCon_1,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,M3 MPNST,-/-,NA,NA,NA,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,H3K36me2_M3sgCon_1,Fresh collected,syn11681835,NA,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395974,GSM6124403,1658525582533,3342573,52b10316-c210-4855-bbf8-0bb1aff4e852,file,1,syn33393918,syn11681835,syn11681835,1661985787404,3342573,99505649,NA,NA,GenomicsAssayTemplateExtended,c3d86fdd-3903-4d9c-8b3a-de96da9306a8,NA,NA,NA,CUT&RUN,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX15212855,raw,chromatinActivity,NA,NA,NA,syn33395974,NA,NA,fastq,NTAP,CRISPR,non-targeting control,NA,H3K36me2_M3sgCon_2,Francis S. Collins Scholars Program,NA,NA,NA,NA,NA,M3 MPNST,-/-,NA,NA,NA,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,H3K36me2_M3sgCon_2,Fresh collected,syn11681835,NA,NA,NA,NA,Malignant Peripheral Nerve Sheath Tumor,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
