id,name,createdOn,createdBy,etag,type,currentVersion,parentId,benefactorId,projectId,modifiedOn,modifiedBy,dataFileHandleId,dataFileSizeBytes,dataFileMD5Hex,Component,Uuid,age,ageUnit,aliquotID,assay,cellType,comments,dataSubtype,dataType,diagnosis,dissociationMethod,eTag,entityId,experimentalCondition,experimentalTimepoint,fileFormat,fundingAgency,genePerturbationTechnology,genePerturbationType,genePerturbed,individualID,initiative,isCellLine,isPrimaryCell,isStranded,libraryPrep,libraryPreparationMethod,modelSystemName,nf1Genotype,nf2Genotype,nucleicAcidSource,organ,parentSpecimenID,platform,progressReportNumber,readDepth,readLength,readPair,readPairOrientation,readStrandOrigin,resourceType,runType,sex,species,specimenID,specimenPreparationMethod,studyId,timePointUnit,tissue,transplantationRecipientSpecies,transplantationType,tumorType,studyName
syn33395943,GSM5429641,1658525548881,3342573,665150a4-5193-4c82-a3f2-a8ab3c9ebc21,file,1,syn33394051,syn11681835,syn11681835,1679363128776,3421893,99505618,NA,NA,GenomicsAssayTemplateExtended,bbb9895b-dabd-4487-bfd6-d36400f5a001,NA,NA,NA,RNA-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11377282,raw,geneExpression,NA,NA,NA,syn33395943,NA,NA,fastq,NTAP,CRISPR,non-targeting control,NA,AT3 sgCon tumor 1,Francis S. Collins Scholars Program,Yes,Yes,NA,NA,NA,C57BL/6J,+/+,NA,NA,mammary gland,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,AT3 sgCon tumor 1,Flash frozen,syn11681835,NA,CDX tissue,Mus musculus,xenograft,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395944,GSM5429642,1658525550638,3342573,0ae9c0e8-d51e-4939-a930-baf610d747dd,file,1,syn33394051,syn11681835,syn11681835,1679363128839,3421893,99505619,NA,NA,GenomicsAssayTemplateExtended,6c7ca319-c279-49d8-a43e-86d048448fb5,NA,NA,NA,RNA-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11377283,raw,geneExpression,NA,NA,NA,syn33395944,NA,NA,fastq,NTAP,CRISPR,non-targeting control,NA,AT3 sgCon tumor 2,Francis S. Collins Scholars Program,Yes,Yes,NA,NA,NA,C57BL/6J,+/+,NA,NA,mammary gland,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,AT3 sgCon tumor 2,Flash frozen,syn11681835,NA,CDX tissue,Mus musculus,xenograft,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395947,GSM5429643,1658525552648,3342573,1e0a130e-3f26-44e2-9dd0-40cc29a3a03b,file,1,syn33394051,syn11681835,syn11681835,1679363128901,3421893,99505622,NA,NA,GenomicsAssayTemplateExtended,24fe84eb-32b2-4996-99f9-8e158409baf8,NA,NA,NA,RNA-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11377284,raw,geneExpression,NA,NA,NA,syn33395947,NA,NA,fastq,NTAP,CRISPR,non-targeting control,NA,AT3 sgCon tumor 3,Francis S. Collins Scholars Program,Yes,Yes,NA,NA,NA,C57BL/6J,+/+,NA,NA,mammary gland,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,AT3 sgCon tumor 3,Flash frozen,syn11681835,NA,CDX tissue,Mus musculus,xenograft,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395948,GSM5429644,1658525554691,3342573,696c4ae6-c7a1-427b-b815-9fca0f517282,file,1,syn33394051,syn11681835,syn11681835,1679363128960,3421893,99505623,NA,NA,GenomicsAssayTemplateExtended,14d9be29-cf5e-409d-a3ae-3335a6f59ba0,NA,NA,NA,RNA-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11377285,raw,geneExpression,NA,NA,NA,syn33395948,NA,NA,fastq,NTAP,CRISPR,non-targeting control,NA,AT3 sgCon tumor 4,Francis S. Collins Scholars Program,Yes,Yes,NA,NA,NA,C57BL/6J,+/+,NA,NA,mammary gland,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,AT3 sgCon tumor 4,Flash frozen,syn11681835,NA,CDX tissue,Mus musculus,xenograft,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395950,GSM5429645,1658525556116,3342573,9a61ceb9-d37c-4983-a26b-551e2ed9ec97,file,1,syn33394051,syn11681835,syn11681835,1679363129032,3421893,99505625,NA,NA,GenomicsAssayTemplateExtended,61fefe7a-4b83-4e86-96ab-f9912f0dba21,NA,NA,NA,RNA-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11377286,raw,geneExpression,NA,NA,NA,syn33395950,NA,NA,fastq,NTAP,CRISPR,knockout,EED,AT3 sgEed-1 tumor 1,Francis S. Collins Scholars Program,Yes,Yes,NA,NA,NA,C57BL/6J,+/+,NA,NA,mammary gland,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,AT3 sgEed-1 tumor 1,Flash frozen,syn11681835,NA,CDX tissue,Mus musculus,xenograft,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395951,GSM5429646,1658525557664,3342573,9c352c22-4119-4016-a5a0-5ff710c6006e,file,1,syn33394051,syn11681835,syn11681835,1679363129087,3421893,99505626,NA,NA,GenomicsAssayTemplateExtended,79b6935f-f4be-4db8-b7c5-f3e5ea072bea,NA,NA,NA,RNA-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11377287,raw,geneExpression,NA,NA,NA,syn33395951,NA,NA,fastq,NTAP,CRISPR,knockout,EED,AT3 sgEed-1 tumor 2,Francis S. Collins Scholars Program,Yes,Yes,NA,NA,NA,C57BL/6J,+/+,NA,NA,mammary gland,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,AT3 sgEed-1 tumor 2,Flash frozen,syn11681835,NA,CDX tissue,Mus musculus,xenograft,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395953,GSM5429647,1658525559240,3342573,c179204d-cc34-4c64-8292-534a93099f98,file,1,syn33394051,syn11681835,syn11681835,1679363129146,3421893,99505628,NA,NA,GenomicsAssayTemplateExtended,852adccd-92c6-4248-b450-98abb769fba1,NA,NA,NA,RNA-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11377288,raw,geneExpression,NA,NA,NA,syn33395953,NA,NA,fastq,NTAP,CRISPR,knockout,EED,AT3 sgEed-1 tumor 3,Francis S. Collins Scholars Program,Yes,Yes,NA,NA,NA,C57BL/6J,+/+,NA,NA,mammary gland,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,AT3 sgEed-1 tumor 3,Flash frozen,syn11681835,NA,CDX tissue,Mus musculus,xenograft,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395954,GSM5429648,1658525560668,3342573,00ce5fd1-f5cd-46ae-9c3b-9598b7f08ccb,file,1,syn33394051,syn11681835,syn11681835,1679363129206,3421893,99505629,NA,NA,GenomicsAssayTemplateExtended,bc7f85a7-0697-4af7-96b6-3f20df3976b8,NA,NA,NA,RNA-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11377289,raw,geneExpression,NA,NA,NA,syn33395954,NA,NA,fastq,NTAP,CRISPR,knockout,EED,AT3 sgEed-1 tumor 4,Francis S. Collins Scholars Program,Yes,Yes,NA,NA,NA,C57BL/6J,+/+,NA,NA,mammary gland,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,AT3 sgEed-1 tumor 4,Flash frozen,syn11681835,NA,CDX tissue,Mus musculus,xenograft,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395955,GSM5429649,1658525562062,3342573,ab818f4b-36d6-4f84-82f9-24a8831c5b93,file,1,syn33394051,syn11681835,syn11681835,1679363129267,3421893,99505630,NA,NA,GenomicsAssayTemplateExtended,ec2f8b87-d941-42c5-a36e-cf946eafa6c0,NA,NA,NA,RNA-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11377290,raw,geneExpression,NA,NA,NA,syn33395955,NA,NA,fastq,NTAP,CRISPR,knockout,EED,AT3 sgEed-2 tumor 1,Francis S. Collins Scholars Program,Yes,Yes,NA,NA,NA,C57BL/6J,+/+,NA,NA,mammary gland,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,AT3 sgEed-2 tumor 1,Flash frozen,syn11681835,NA,CDX tissue,Mus musculus,xenograft,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
syn33395957,GSM5429650,1658525563702,3342573,52ac2f4d-228a-457d-876b-6a4ad4bfe08d,file,1,syn33394051,syn11681835,syn11681835,1679363129326,3421893,99505632,NA,NA,GenomicsAssayTemplateExtended,7e1135a4-6c6f-4c52-8e43-63a6e069abb2,NA,NA,NA,RNA-seq,NA,https://www.ncbi.nlm.nih.gov/sra?term=SRX11377291,raw,geneExpression,NA,NA,NA,syn33395957,NA,NA,fastq,NTAP,CRISPR,knockout,EED,AT3 sgEed-2 tumor 2,Francis S. Collins Scholars Program,Yes,Yes,NA,NA,NA,C57BL/6J,+/+,NA,NA,mammary gland,NA,Illumina HiSeq 2500,6,NA,100,NA,NA,NA,experimentalData,pairedEnd,NA,Homo sapiens,AT3 sgEed-2 tumor 2,Flash frozen,syn11681835,NA,CDX tissue,Mus musculus,xenograft,NA,Novel therapeutic development of NF1-associated malignant peripheral nerve sheath tumor (MPNST)
